1	0	600000:浦发银行:关于上海浦东发展银行股份有限	浦发银行资讯	03-01
1	0	600000:浦发银行第六届董事会第十五次会议决议	浦发银行资讯	03-01
1	0	600000:浦发银行第六届监事会第十五次会议决议	浦发银行资讯	03-01
1	0	600000:浦发银行关于非公开发行普通股股票申请	浦发银行资讯	03-01
14	0	坚持价值投资，从香港市场回来了。	喜长期价值者	02-28
33	0	违法为何不究,南京农行蔡祥你说呢?	风在吹着	02-28
44	0	持有银行的也别被忽悠了去接炒高的钢铁及军工，	牛骨头	02-28
81	0	宁可民生银行里趴着，也别为华夏银行站岗	股友xeiqIN	02-28
124	0	酒太香，只是北京的巷子太深！	梦江南2glnba	02-28
95	0	农行A股是在稳中求退	股海雪球	02-28
73	0	南京农行蔡祥,你违法了.	风在吹着	02-28
82	0	农行A股票原地踏步，怎能实现稳中求进？	股海雪球	02-28
181	0	大咖增持股份也增持了，股东大会也开完了，就是	cjc6444929	02-28
995	0	601988:中国银行关于拟议资产重组的进展公告	中国银行资讯	03-01
390	0	农业银行聘任李志成为首席风险官	农业银行资讯	02-28
874	0	为促进在东盟地区发展 中国银行拟议资产重组	中国银行资讯	02-28
381	1	今天9.02继续加仓一万股，委托单挂了一天未成交	不玩垃圾股	02-28
197	0	民生银行跌惨了，华夏股价还撑的了吗？少说跌破	股友xeiqIN	02-28
178	0	民生银行跌惨了，华夏股价还能撑的了吗？	股友xeiqIN	02-28
264	1	民生银行跌惨了，华夏股价还撑的了吗？	股友xeiqIN	02-28
206	0	缩量升难言调整结束	ABCDmpio	02-28
5735	3	平安银行:优先股股息发放实施公告	平安银行资讯	03-01
212	0	平安银行深发展?明哲保身不进取?	多多赢家	02-28
521	1	为什么一直没有业绩预告	股友oRGIbZ	02-28
368	0	平安银行深发展?明哲保身不进取?	多多赢家	02-28
252	0	没有换手率。不要乱叫多。好好待在里面就好	牛股识途	02-28
211	0	没办法，只有上涨一条路。	跑步老头	02-28
317	1	看看那些次新股小城商行被炒上了天，中国股市哪	股友PP0	02-28
669	1	南行潇潇洒洒节节高，九少滥竽充数装闷骚。	跑步老头	02-28
263	0	好大几个银行，竟然市值比不上一个顺丰。	fd000755	02-28
777	1	9.99都敢买9块都在卖？可笑至极 资金流向来看散	股友s3FPTq	02-28
605	0	大股东9元增持了75亿 是不是破9元就是大股东拿	股友s3FPTq	02-28
450	1	越跌越买 同花顺股评人气越来越旺 这里根本没几	股友s3FPTq	02-28
759	5	瞿瑜彬(拔苗) 像个	gangye01	02-28
489	0	融资盘再跑，大股东在减持，股价任在高位，大宗	清羽道长	02-28
3637	1	601288:农业银行董事会决议公告	农业银行资讯	03-01
281	0	横盘格局，没啥大不了的，向上突破是早晚的事	中国国旗高高...	02-28
307	0	还是不错的，赞一个，比另两只大烂臭好多了。[	坐忘了	02-28
561	0	光大银行A股收盘前十分钟卖单砸盘势凶夹狼，难	股海瑜鹏	02-28
994	1	现在才想起，今天忘记了申购新股。	小秘书	02-28
655	2	2月沪指涨了82指数点，兴业却跌了0.32元，也就	洋捞鑫来也	02-28
786	0	2017年3月份南京银行波动区间与操作策略	箱体实战	02-28
1354	3	最新成果	青花墨韵	02-28
223	0	大盘这波看到3500点	不玩垃圾股	02-28
751	0	建设银行A股才是稀缺资源	白忙呼	02-28
567	1	光大银行A、H股易跌难涨，市盈率、市净率与工农	股海瑜鹏	02-28
302	0	同样是银行股，差距咋那么大呢！	看1398	02-28
280	0	散户抛售不停，银行股涨停不止。	股海雪球	02-28
414	0	买房疯狂加杠杆不亏，这是全世界性的奇迹！	冬至一阳生	02-28
288	0	同日同庆收关酒，越来越近红利头。提个腊肉猫前	股友gETU46	02-28
787	0	建行多手共2123万股市前交易 涉1.35亿元	建设银行资讯	02-28
443	0	唐双宁已辞去了在光大证券非执行董事，不知何时	股海瑜鹏	02-28
336	0	抄底进行中！	股友NnLorU	02-28
1789	0	招行与摩拜单车达成战略合作	招商银行资讯	02-28
1281	2	不会又来十连阴吧、等分红解套	YOUNG_yang	02-28
357	0	这个畜生涨一分钱都这么难？	无悔追梦人	02-28
404	0	能解套就算你命大、现在割肉都算没赔钱	YOUNG_yang	02-28
879	1	二月唯一下跌的银行股	GJMZXM	02-28
424	0	所有银行股都涨，就民死银行不涨。快点死吧，大	nnzhengbinn	02-28
293	0	真TMD现世	股友3GCN4Z	02-28
588	1	散户已经没有追涨的冲动，只有获利了结的意愿。	cxrong2011	02-28
198	0	加把劲！	沪A13842274446	02-28
359	0	金路辉煌  2.28 日间现价喊单	金路辉煌j	02-28
287	0	中国工商银行值得拥有！	沪A13842274446	02-28
275	0	和胜股份002824即将大涨！次新高成长强庄！和胜	股友JK9yzb	02-28
259	0	和胜股份002824即将大涨！次新高成长强庄！和胜	股友JK9yzb	02-28
351	0	和胜股份002824即将大涨！次新高成长强庄！和胜	股友JK9yzb	02-28
490	0	新中国银行高分红！加油！	沪A13842274446	02-28
418	0	中国建设银行刚刚帝！	沪A13842274446	02-28
544	1	恶心恶心恶心！突破都没有，一天都这个鸟样	股市无情5555555	02-28
287	0	明天继续下跌，鉴定完毕	股友xeiqIN	02-28
380	0	看来投资理念的重塑，崇尚业绩共识的形成，道路	cengjingcang...	02-28
566	2	小心杀尾盘	止损纵利	02-28
259	0	凭什么不H股贵45%	衙门股市	02-28
237	0	比H贵主力就是猪	衙门股市	02-28
391	0		洋捞鑫来也	02-28
294	0	新中国银行必胜！今天跌，明天护盘？	沪A13842274446	02-28
885	1	3个月内8位上市公司高管离世 最年轻的生于85年8	观察者73	02-28
373	0	小盘低价ST明科即将公布年报并摘帽！	明科真棒	02-28
743	2	又尼玛倒数第一？这股是有多弱	萨芬加	02-28
1027	1	今年什么时候分红也不公告了吗？	程合伟	02-28
199	0	新北京必胜！	沪A13842274446	02-28
562	1	散户真是可怜，新股中不了标，买不到；连续涨停	天天乐x5lhun	02-28
1383	3	银行股冰火两重天，有妖怪，猴哥哪去了？	休闲一下88	02-28
1273	4	致所有持有建行的股友们	YEYUAIHAO	02-28
352	1	这表子怎么不护盘？	古古来来	02-28
288	0	次新股银行龙头不换政策扶持的西部地区贵阳银行	上海金元	02-28
627	1	77买入7千手	珍惜今天442	02-28
578	1	事实如此	二小放牛郎	02-28
460	1	双顶，创5干点高位，风险大于机会	小心顺势而为	02-28
311	0	银行股的行情在次新，北京银行没戏。换股新澳	不要被股炒	02-28
281	0	兴业银行大股东去死吧，老子走了！~	股友RrOarc	02-28
317	0	散户在抛售银行股，再拉十个八个涨停也无妨。	股海雪球	02-28
382	0	小赤佬！	yosoy	02-28
435	1	中信银行要倒闭了吗？大盘涨你还一直跌！	zhuoren8	02-28
211	0	加油加油！	珍惜今天442	02-28
601	0	撒花，跌穿半年线16.56了！	靠分红过下半生	02-28
410	0	兴业银行股价一直萎靡不振，低价定增已经严重伤	梦驼铃aa	02-28
586	2	大C浪	YEYUAIHAO	02-28
655	0	莆田共享单车19天丢失70％	观察者73	02-28
378	0	一个工商银行的成交量，还没有光大银行大。你说	红狐投资	02-28
749	0	买进建投能源，申万宏源，民生银行，宁波银行	股市大侠37658	02-28
279	0	我坚信价值决定价格！没有也许和可能！	珍惜今天442	02-28
364	1	银行的行情都在次新行里了，中信没戏。换股。	不要被股炒	02-28
2095	5	估计今年送红股2，派现全分红每10送2元！	不在一时一刻	02-28
599	1	草泥妹B!浦发庄家	二十年股民了	02-28
1057	2	这么多低价绩优高分红的银行股给大家买。	股海雪球	02-28
218	0	27收盘	珍惜今天442	02-28
490	1	咯咯咯！抢盘了，抢盘了，黄金砸头！晨鸣投资价	三倍也低估	02-28
436	0	卖了这二货，病好了	晨滔	02-28
930	4	快速搜索后，原来耻骨和容嬷嬷是一个地区的ip地	我持股不动的...	02-28
346	0	退据二线	fonglaile	02-28
318	0	无良中信再见，所谓价值投值呵呵，中信是国家做	怒砸恶庄	02-28
512	2	压股价不遗余力	年方	02-28
317	0	洗盘阶段，下跌买进持有就行	珍惜今天442	02-28
348	0	草草草草死泥马B!浦发庄家	二十年股民了	02-28
479	2	热烈欢迎江苏的银行来兼并福建的兴业银行！	待宰的羔羊羊	02-28
526	0	尼玛：25家银行股就你家绿哇哇的！垃圾公司！	待宰的羔羊羊	02-28
515	0	和招行相差16%的股价,近期机构在派发,为了控制	桐城智慧	02-28
926	1	资本都是逐利的 多好的机会。。。	股友s3FPTq	02-28
1235	6	自我修复，自我反省，别乱BB	容家九少	02-28
653	2	变化无常，语无伦次，不说你也知道是谁	wygwdd	02-28
394	0	会回调到3,15左右	牛股识途	02-28
996	4	天天有银行股涨停，啥时候轮到农行	股海雪球	02-28
301	0	不要寄托在一棵树上	牛股识途	02-28
1278	1	银行股同银行股完全不一样啊，	n1419430204c...	02-28
467	0	真汉子北京人行，有2个婆娘是要日的，一个是上	股民红太狼	02-28
3828	41	呵呵，老谷不怀好意，想看我的笑话。	拔苗助长专业户	02-28
1664	7	心态解析：清仓了可你的心却在颤抖	箱体实战	02-28
550	0	抓住十年十倍大牛股—亨通光电	一个人物	02-28
721	0	忍无可忍，可惜已经遥遥落后了，没地儿搬了！	靠分红过下半生	02-28
288	0	那些个不知名的小银行涨的真凶[兴奋]	刘家强	02-28
3783	27	曾经最牛逼的价值投资者栖息地~~如今零落不堪。	遥远的大湖边	02-28
338	0	次新股银行龙头不换西部地区贵阳银行人气不强，	上海金元	02-28
250	0	蓝筹大盘磨磨唧唧，不死不活的	金牛飚起来	02-28
883	2	垃圾，看看其他银行	毂神辉哥	02-28
337	0	别的银行股都开始爬了，这货就喜欢趴地上	股市无情5555555	02-28
921	1	跌到16，5满仓买进兴业银行，17年净资产到20耐	珍惜今天442	02-28
380	0	接班如通，扫描黑马：资金蜂拥买亚振60 33 89，	扫描牛股	02-28
772	1	告诫大家一定不要融资炒股，	珍惜今天442	02-28
2027	6	跌无可跌。。。。	股友s3FPTq	02-28
805	1	预计.2017年纯利润在100亿元左右.呵呵	东风来了8898	02-28
315	0	又开始对倒	股友3GCN4Z	02-28
368	0	钓鱼线走势	止损纵利	02-28
301	0	清仓等方向没错	止损纵利	02-28
1066	0	公布.2016年净利润78.10亿元.每股收益2.02元以	东风来了8898	02-28
892	2	下跌趋势已经形成。如果不是为了市值打新，还是	cxrong2011	02-28
560	0	抓住十年十倍牛股—亨通光电	一个人物	02-28
759	0	贵行2017年贷款增量如何？是否主要取决于央行额	安徽滁州网友	02-24
739	0	贵行的房地产贷款业务如何？	河南郑州网友	02-24
956	0	平安银行的特定对象调研？2月28日的股东人数？	江苏南京网友	02-24
667	0	我怎样申请平安金领通？平安金领通全新上线！	山西运城网友	02-26
850	0	转型5个月来，平安银行围绕获客、智能主账户、	广西网友	02-26
1138	0	平安银行承接平安集团亿级客户迁徙？刘士余16天	湖南长沙网友	02-26
1075	2	早几天买到的筹码应该出了，下跌是主旋律！	紫伊一	02-28
542	0	庄家用时间和耐性告诉你，大盘银行股是拉不起来	红狐投资	02-28
658	0	浦发大股东不就是想低价增发	我很好7zdu5o	02-28
272	0	快清仓	止损纵利	02-28
1071	0	工商银行有一宗大手成交  涉资2,032万元	工商银行资讯	02-28
775	1	庄家用时间和耐性告诉你，大盘银行股是拉不起来	红狐投资	02-28
321	0	3.70及时清仓，爽	止损纵利	02-28
377	0	庄家用时间和耐性告诉你，大盘银行股是拉不起来	红狐投资	02-28
499	1	庄家用时间和耐性告诉你，大盘银行股是拉不起来	红狐投资	02-28
